@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

ACD,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,429,140,93,47,0,66.428571,33.571429,0,0,0.462264,0.47482,100,100,129.9534,129.9534,0,0.928239,0.928239,0,0,0,0,1,93,1,47,0,0,0,0,0.664286,1,0.798283,?,0.5,0.664286,0.664286,0.664286,0.335714,0.335714,?,0.664286,?,?,0.5,0.55398,?,0.664286,0.001,0,0,0,0,0,884,121573,41526,100,100,?
ACD,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,429,140,93,47,0,66.428571,33.571429,0,0,0.462264,0.47482,100,100,129.9534,129.9534,0,0.928239,0.928239,0,0,0,0,1,93,1,47,0,0,0,0,0.664286,1,0.798283,?,0.5,0.664286,0.664286,0.664286,0.335714,0.335714,?,0.664286,?,?,0.5,0.55398,?,0.664286,0,0,0.01,0,10,0,884,121573,41526,100,100,?
ACD,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,429,140,93,47,0,66.428571,33.571429,0,0,0.462264,0.47482,100,100,129.9534,129.9534,0,0.928239,0.928239,0,0,0,0,1,93,1,47,0,0,0,0,0.664286,1,0.798283,?,0.5,0.664286,0.664286,0.664286,0.335714,0.335714,?,0.664286,?,?,0.5,0.55398,?,0.664286,0.001,0,0,0,0,0,884,121573,41526,100,100,?
ACD,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,429,140,93,47,0,66.428571,33.571429,0,0,0.462264,0.47482,100,100,129.9534,129.9534,0,0.928239,0.928239,0,0,0,0,1,93,1,47,0,0,0,0,0.664286,1,0.798283,?,0.5,0.664286,0.664286,0.664286,0.335714,0.335714,?,0.664286,?,?,0.5,0.55398,?,0.664286,0,0,0,0,0,0,884,121573,41526,100,100,?
AD,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0.001,0,0,0,0,884,81961,81136,100,100,?
AD,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
AD,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0.001,0,0,0,0,0,884,81961,81136,100,100,?
