@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 9\nSize of the tree: 17\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

ACD,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,429,429,422,7,0,98.368298,1.631702,0,0.965412,0.031177,0.124854,6.584451,25.663518,412.370878,47.114644,365.256235,0.961237,0.109824,0.851413,388.447192,0.905471,40395.9735,0.992424,262,0.030303,5,0.969697,160,0.007576,2,0.981273,0.992424,0.986817,0.965518,0.984734,0.982022,0.983683,0.021562,0.978438,0.016317,0.983728,0.983683,0.983654,0.965518,0.984734,0.98,0.982705,0.983683,0.006,0,0,0,0,0,7342,121573,121573,98.601399,50.582751,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
AD,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.004,0,0.01,0,10,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.004,0,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.008,0.001,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.004,0,0,0.01,0,10,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.003,0,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.003,0,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.004,0,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.003,0.001,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.003,0,0,0,0,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
AD,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,286,286,283,3,0,98.951049,1.048951,0,0.977727,0.015501,0.088037,3.308458,18.19341,272.783883,9.60964,263.174243,0.95379,0.0336,0.92019,264.123733,0.92351,27673.336515,0.98324,176,0,0,1,107,0.01676,3,1,0.98324,0.991549,0.97797,0.9994,0.999517,0.98951,0.00627,0.99373,0.01049,0.989797,0.98951,0.989539,0.97797,0.9994,0.999175,0.988862,0.98951,0.004,0,0.01,0,10,0,7705,81961,81961,100,52.097902,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.006,0,0.01,0,10,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.004,0,0.01,0,10,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.004,0,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.004,0,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.005,0,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.004,0,0.01,0,10,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.005,0,0.01,0,10,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.005,0,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.004,0.001,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
BCD,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20181121.1313,427,427,421,6,0,98.594848,1.405152,0,0.969622,0.026438,0.114974,5.668895,23.813445,405.945146,38.216031,367.729115,0.950691,0.089499,0.861192,385.532225,0.902886,40533.097506,1,269,0.037975,6,0.962025,152,0,0,0.978182,1,0.988971,0.97007,0.985965,0.983844,0.985948,0.023923,0.976077,0.014052,0.986255,0.985948,0.98589,0.97007,0.985965,0.982775,0.984808,0.985948,0.005,0,0,0,0,0,7706,121019,121019,98.82904,50.468384,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
